no,visit_date,domain,ref_link,portal_page,keywords,visit_IP,unique_no,total_visit_duration_time,total_visit_page_one_time,last_visit_page,last_time_visit_date,user_type,total_visit_time,os,net_service,brewer,lang,screen,screen_color,Flash,has_cookie,has_java,this_time_visit_start,visit_portal_time,portal_url,title,category,article_written,intention
1065,2019/02/22 13:23:31,济南,http://www.ruanyifeng.com/blog/2014/05/oauth_2_0.html,https://www.bmatch.tech/course/react?from=ryf,--,60.208.111.194,2119026015255071820,1s,1,https://www.bmatch.tech/course/react?from=ryf,首次访问,新访客,1,Win 10,网通,Google Chrome,,1536x864,24-bit,,支持,不支持,2019-02-22 13:23:31,1s,https://www.bmatch.tech/course/react?from=ryf,oauth_2_0,开发者手册,2014/05,True
21,2019/03/01 09:41:13,广州,http://www.ruanyifeng.com/blog/2014/05/restful_api.html,https://www.bmatch.tech/course/react?from=ryf,--,61.140.199.101,2239521567293051750,14s,1,https://www.bmatch.tech/course/react?from=ryf,首次访问,新访客,1,Win 7,电信,Google Chrome,,1920x1080,24-bit,,支持,不支持,09:41:13,14s,https://www.bmatch.tech/course/react?from=ryf,restful_api,开发者手册,2014/05,True
193,2019/02/27 14:05:13,杭州,http://www.ruanyifeng.com/blog/2014/05/restful_api.html,https://www.bmatch.tech/course/react?from=ryf,--,36.24.30.60,1821265029274052772,45s,1,https://www.bmatch.tech/course/react?from=ryf,首次访问,新访客,1,Win 10,,Google Chrome,,1536x864,24-bit,,支持,不支持,2019-02-27 14:05:13,45s,https://www.bmatch.tech/course/react?from=ryf,restful_api,开发者手册,2014/05,True
944,2019/02/24 20:56:01,成都,http://www.ruanyifeng.com/blog/2014/05/restful_api.html?bsh_bid=516759003,https://www.bmatch.tech/course/react?from=ryf,--,222.209.62.246,2184528681396487735,286s,5,https://www.bmatch.tech,首次访问,新访客,1,macOS,电信,Google Chrome,,1680x1050,24-bit,,支持,不支持,2019-02-24 20:56:01,83s,https://www.bmatch.tech/course/react?from=ryf,restful_api,开发者手册,2014/05,True
82,2019/02/28 15:28:29,成都,http://www.ruanyifeng.com/blog/2014/09/illustration-ssl.html,https://www.bmatch.tech/course/react?from=ryf,--,182.149.163.159,2031175228926338433,14s,1,https://www.bmatch.tech/course/react?from=ryf,首次访问,新访客,1,Win 10,,Firefox,,1536x864,24-bit,,支持,不支持,2019-02-28 15:28:29,14s,https://www.bmatch.tech/course/react?from=ryf,illustration-ssl,开发者手册,2014/09,True
826,2019/02/26 09:53:25,广州,http://www.ruanyifeng.com/blog/2014/10/event-loop.html,https://www.bmatch.tech/course/react?from=ryf,--,113.109.233.169,1933973213457175798,1167s,10,https://www.bmatch.tech/courses/frontEndTraining,首次访问,新访客,1,Win 7,电信,Google Chrome,,1920x1080,24-bit,,支持,不支持,2019-02-26 09:53:25,1033s,https://www.bmatch.tech/course/react?from=ryf,event-loop,JavaScript,2014/10,True
909,2019/02/25 11:56:47,北京,http://www.ruanyifeng.com/blog/2014/10/event-loop.html,https://www.bmatch.tech/course/react?from=ryf,--,123.120.137.117,1817170679212375488,55s,1,https://www.bmatch.tech/course/react?from=ryf,首次访问,新访客,1,Win 10,网通,Google Chrome,,1920x1080,24-bit,,支持,不支持,2019-02-25 11:56:47,55s,https://www.bmatch.tech/course/react?from=ryf,event-loop,JavaScript,2014/10,True
965,2019/02/24 14:07:18,南昌,http://www.ruanyifeng.com/blog/2014/10/event-loop.html,https://www.bmatch.tech/course/react?from=ryf,--,182.106.212.146,2091213237054093822,23s,1,https://www.bmatch.tech/course/react?from=ryf,首次访问,新访客,1,Win 10,,Google Chrome,,1536x864,24-bit,,支持,不支持,2019-02-24 14:07:18,23s,https://www.bmatch.tech/course/react?from=ryf,event-loop,JavaScript,2014/10,True
970,2019/02/24 11:36:59,上海,http://www.ruanyifeng.com/blog/2014/10/event-loop.html,https://www.bmatch.tech/course/react?from=ryf,--,112.64.119.55,2219176612257879691,22s,1,https://www.bmatch.tech/course/react?from=ryf,首次访问,新访客,1,iPad,联通,Chrome移动版,,1024x614,32-bit,,支持,不支持,2019-02-24 11:36:59,22s,https://www.bmatch.tech/course/react?from=ryf,event-loop,JavaScript,2014/10,True
62,2019/02/28 17:23:14,北京,http://www.ruanyifeng.com/blog/2015/02/make.html,https://www.bmatch.tech/course/react?from=ryf,--,117.119.100.38,1852372219129543547,55s,2,https://www.bmatch.tech,首次访问,新访客,1,macOS,北京教育信息网,Google Chrome,,1680x1050,24-bit,,支持,不支持,2019-02-28 17:23:14,28s,https://www.bmatch.tech/course/react?from=ryf,make,开发者手册,2015/02,True
663,2019/02/26 13:13:23,北京,http://www.ruanyifeng.com/blog/2015/02/mvcmvp_mvvm.html,https://www.bmatch.tech/course/react?from=ryf,--,125.33.27.170,2151969908675150863,未知,1,https://www.bmatch.tech/course/react?from=ryf,首次访问,新访客,1,macOS,网通,Google Chrome,,1680x1050,24-bit,,支持,不支持,2019-02-26 13:13:23,未知,https://www.bmatch.tech/course/react?from=ryf,mvcmvp_mvvm,开发者手册,2015/02,True
104,2019/02/28 13:41:39,杭州,http://www.ruanyifeng.com/blog/2015/03/react.html,https://www.bmatch.tech/course/react?from=ryf,--,183.156.33.136,1954328389654074832,39s,1,https://www.bmatch.tech/course/react?from=ryf,首次访问,新访客,1,Win 10,电信,Google Chrome,,1920x1080,24-bit,,支持,不支持,2019-02-28 13:41:39,39s,https://www.bmatch.tech/course/react?from=ryf,react,JavaScript,2015/03,True
719,2019/02/26 12:17:39,杭州,http://www.ruanyifeng.com/blog/2015/03/react.html,https://www.bmatch.tech/course/react?from=ryf,--,220.191.36.249,2183693301319619967,14s,1,https://www.bmatch.tech/course/react?from=ryf,首次访问,新访客,1,macOS,电信,Google Chrome,,1440x900,24-bit,,支持,不支持,2019-02-26 12:17:39,14s,https://www.bmatch.tech/course/react?from=ryf,react,JavaScript,2015/03,True
878,2019/02/25 16:18:31,西安,http://www.ruanyifeng.com/blog/2015/03/react.html,https://www.bmatch.tech/course/react?from=ryf,--,117.34.138.201,2153432775621147199,82s,1,https://www.bmatch.tech/course/react?from=ryf,首次访问,新访客,1,Win 10,电信,Google Chrome,,1920x1080,24-bit,,支持,不支持,2019-02-25 16:18:31,82s,https://www.bmatch.tech/course/react?from=ryf,react,JavaScript,2015/03,True
917,2019/02/25 11:00:25,长沙,http://www.ruanyifeng.com/blog/2015/03/react.html,https://www.bmatch.tech/course/react?from=ryf,--,222.247.122.242,2385183880459900152,51s,1,https://www.bmatch.tech/course/react?from=ryf,首次访问,新访客,1,Win 7,电信,Google Chrome,,1920x1080,24-bit,,支持,不支持,2019-02-25 11:00:25,51s,https://www.bmatch.tech/course/react?from=ryf,react,JavaScript,2015/03,True
1085,2019/02/22 00:56:12,福州,http://www.ruanyifeng.com/blog/2015/03/react.html,https://www.bmatch.tech/course/react?from=ryf,--,59.56.0.42,1799014856555628818,13s,1,https://www.bmatch.tech/course/react?from=ryf,首次访问,新访客,1,Android 8.0,电信,Chrome移动版,,1120x840,24-bit,,支持,不支持,2019-02-22 00:56:12,13s,https://www.bmatch.tech/course/react?from=ryf,react,JavaScript,2015/03,True
1104,2019/02/21 18:13:43,沈阳,http://www.ruanyifeng.com/blog/2015/03/react.html,https://www.bmatch.tech/course/react?from=ryf,--,36.102.5.242,1910853438397052086,22s,1,https://www.bmatch.tech/course/react?from=ryf,首次访问,新访客,1,Win 10,,Google Chrome,,1920x1080,24-bit,,支持,不支持,2019-02-21 18:13:43,22s,https://www.bmatch.tech/course/react?from=ryf,react,JavaScript,2015/03,True
1113,2019/02/21 17:26:00,上海,http://www.ruanyifeng.com/blog/2015/03/react.html,https://www.bmatch.tech/course/react?from=ryf,--,116.228.53.168,1773930593715909508,30s,1,https://www.bmatch.tech/course/react?from=ryf,首次访问,新访客,1,Win 7,电信,Google Chrome,,1440x900,24-bit,,支持,不支持,2019-02-21 17:26:00,30s,https://www.bmatch.tech/course/react?from=ryf,react,JavaScript,2015/03,True
1119,2019/02/21 17:09:17,广州,http://www.ruanyifeng.com/blog/2015/03/react.html,https://www.bmatch.tech/course/react?from=ryf,--,218.107.55.254,2286832964550591098,50s,1,https://www.bmatch.tech/course/react?from=ryf,首次访问,新访客,1,Win 7,网通,Google Chrome,,1920x1080,24-bit,,支持,不支持,2019-02-21 17:09:17,50s,https://www.bmatch.tech/course/react?from=ryf,react,JavaScript,2015/03,True
910,2019/02/25 11:48:54,上海,http://www.ruanyifeng.com/blog/2015/04/generator.html,https://www.bmatch.tech/course/react?from=ryf,--,101.95.10.122,1674542817154424133,10s,1,https://www.bmatch.tech/course/react?from=ryf,首次访问,新访客,1,macOS,,Google Chrome,,1440x900,24-bit,,支持,不支持,2019-02-25 11:48:54,10s,https://www.bmatch.tech/course/react?from=ryf,generator,JavaScript,2015/04,True
1058,2019/02/22 14:12:22,北京,http://www.ruanyifeng.com/blog/2015/04/generator.html,https://www.bmatch.tech/course/react?from=ryf,--,36.110.87.242,1840162089971827704,35s,1,https://www.bmatch.tech/course/react?from=ryf,首次访问,新访客,1,Win 10,,Google Chrome,,1920x1080,24-bit,,支持,不支持,2019-02-22 14:12:22,35s,https://www.bmatch.tech/course/react?from=ryf,generator,JavaScript,2015/04,True
283,2019/02/26 20:06:13,重庆,http://www.ruanyifeng.com/blog/2015/07/flex-examples.html,https://www.bmatch.tech/course/react?from=ryf,--,223.104.25.238,1848809800801629815,11s,1,https://www.bmatch.tech/course/react?from=ryf,2019/02/26 16:12:55,新访客,2,Win 10,,Google Chrome,,1920x1080,24-bit,,支持,不支持,2019-02-26 20:06:13,11s,https://www.bmatch.tech/course/react?from=ryf,flex-examples,开发者手册,2015/07,True
503,2019/02/26 15:02:47,合肥,http://www.ruanyifeng.com/blog/2015/07/flex-examples.html,https://www.bmatch.tech/course/react?from=ryf,--,36.5.235.206,2269074013495642452,8s,1,https://www.bmatch.tech/course/react?from=ryf,首次访问,新访客,1,Win 10,,Google Chrome,,1920x1080,24-bit,,支持,不支持,2019-02-26 15:02:47,8s,https://www.bmatch.tech/course/react?from=ryf,flex-examples,开发者手册,2015/07,True
923,2019/02/25 09:58:00,杭州,http://www.ruanyifeng.com/blog/2015/07/flex-examples.html,https://www.bmatch.tech/course/react?from=ryf,--,112.10.195.91,2188860117496320711,2s,1,https://www.bmatch.tech/course/react?from=ryf,首次访问,新访客,1,Win 10,移动,Google Chrome,,1536x864,24-bit,,支持,不支持,2019-02-25 09:58:00,2s,https://www.bmatch.tech/course/react?from=ryf,flex-examples,开发者手册,2015/07,True
1028,2019/02/22 19:32:41,北京,http://www.ruanyifeng.com/blog/2015/07/flex-grammar.html,https://www.bmatch.tech/course/react?from=ryf,--,111.196.181.69,2337135144725653795,266s,6,https://www.bmatch.tech/courses,首次访问,新访客,1,macOS,联通,Google Chrome,,1280x800,24-bit,,支持,不支持,2019-02-22 19:32:41,106s,https://www.bmatch.tech/course/react?from=ryf,flex-grammar,开发者手册,2015/07,True
1070,2019/02/22 11:14:49,杭州,http://www.ruanyifeng.com/blog/2015/07/flex-grammar.html,https://www.bmatch.tech/course/react?from=ryf,--,115.236.10.66,1841888216333318510,114s,5,https://www.bmatch.tech/courses,首次访问,新访客,1,Win 10,电信,Google Chrome,,1280x720,24-bit,,支持,不支持,2019-02-22 11:14:49,35s,https://www.bmatch.tech/course/react?from=ryf,flex-grammar,开发者手册,2015/07,True
77,2019/02/28 16:02:26,其他,http://www.ruanyifeng.com/blog/2015/07/flex-grammar.html,https://www.bmatch.tech/course/react?from=ryf,--,124.19.3.250,2266415755769409980,164s,4,https://www.bmatch.tech/about,首次访问,新访客,1,macOS,,Google Chrome,,1440x900,24-bit,,支持,不支持,2019-02-28 16:02:26,25s,https://www.bmatch.tech/course/react?from=ryf,flex-grammar,开发者手册,2015/07,True
898,2019/02/25 14:21:51,深圳,http://www.ruanyifeng.com/blog/2015/07/flex-grammar.html,https://www.bmatch.tech/course/react?from=ryf,--,183.14.30.106,1932743194188846497,126s,4,https://www.bmatch.tech,首次访问,新访客,1,Win 7,电信,Google Chrome,,1920x1080,24-bit,,支持,不支持,2019-02-25 14:21:51,6s,https://www.bmatch.tech/course/react?from=ryf,flex-grammar,开发者手册,2015/07,True
114,2019/02/28 10:56:36,南京,http://www.ruanyifeng.com/blog/2015/07/flex-grammar.html,https://www.bmatch.tech/course/react?from=ryf,--,221.226.186.58,1951756644796450032,5s,1,https://www.bmatch.tech/course/react?from=ryf,首次访问,新访客,1,Linux,电信,Google Chrome,,1920x1080,24-bit,,支持,不支持,2019-02-28 10:56:36,5s,https://www.bmatch.tech/course/react?from=ryf,flex-grammar,开发者手册,2015/07,True
153,2019/02/27 19:06:14,北京,http://www.ruanyifeng.com/blog/2015/07/flex-grammar.html,https://www.bmatch.tech/course/react?from=ryf,--,61.135.161.42,2256631987427932791,45s,1,https://www.bmatch.tech/course/react?from=ryf,首次访问,新访客,1,macOS,网通,Google Chrome,,1440x900,24-bit,,支持,不支持,2019-02-27 19:06:14,45s,https://www.bmatch.tech/course/react?from=ryf,flex-grammar,开发者手册,2015/07,True
160,2019/02/27 18:01:39,深圳,http://www.ruanyifeng.com/blog/2015/07/flex-grammar.html,https://www.bmatch.tech/course/react?from=ryf,--,119.139.197.67,1791296010472338555,18s,1,https://www.bmatch.tech/course/react?from=ryf,首次访问,新访客,1,Win 10,电信,Google Chrome,,1920x1080,24-bit,,支持,不支持,2019-02-27 18:01:39,18s,https://www.bmatch.tech/course/react?from=ryf,flex-grammar,开发者手册,2015/07,True
432,2019/02/26 15:56:23,北京,http://www.ruanyifeng.com/blog/2015/07/flex-grammar.html,https://www.bmatch.tech/course/react?from=ryf,--,150.109.76.188,1945534285977161105,6s,1,https://www.bmatch.tech/course/react?from=ryf,首次访问,新访客,1,macOS,,Google Chrome,,1680x1050,24-bit,,支持,不支持,2019-02-26 15:56:23,6s,https://www.bmatch.tech/course/react?from=ryf,flex-grammar,开发者手册,2015/07,True
941,2019/02/24 22:30:58,杭州,http://www.ruanyifeng.com/blog/2015/07/flex-grammar.html,https://www.bmatch.tech/course/react?from=ryf,--,115.193.182.12,1919842972270899962,未知,1,https://www.bmatch.tech/course/react?from=ryf,首次访问,新访客,1,macOS,电信,Google Chrome,,1680x1050,24-bit,,支持,不支持,2019-02-24 22:30:58,未知,https://www.bmatch.tech/course/react?from=ryf,flex-grammar,开发者手册,2015/07,True
1012,2019/02/23 01:22:46,深圳,http://www.ruanyifeng.com/blog/2015/07/flex-grammar.html,https://www.bmatch.tech/course/react?from=ryf,--,223.104.63.27,1949313045305415528,9s,1,https://www.bmatch.tech/course/react?from=ryf,首次访问,新访客,1,Win 7,,Google Chrome,,1600x900,24-bit,,支持,不支持,2019-02-23 01:22:46,9s,https://www.bmatch.tech/course/react?from=ryf,flex-grammar,开发者手册,2015/07,True
940,2019/02/24 22:40:35,武汉,http://www.ruanyifeng.com/blog/2015/07/flex-grammar.html?utm_source=tuicool,https://www.bmatch.tech/course/react?from=ryf,--,117.152.93.131,1858305496920158722,152s,4,https://www.bmatch.tech/courses/frontEndTraining,首次访问,新访客,1,Win 7,移动,Google Chrome,,1366x768,24-bit,,支持,不支持,2019-02-24 22:40:35,25s,https://www.bmatch.tech/course/react?from=ryf,flex-grammar,开发者手册,2015/07,True
1057,2019/02/22 14:21:21,郑州,http://www.ruanyifeng.com/blog/2015/07/flex-grammar.html?utm_source=tuicool,https://www.bmatch.tech/course/react?from=ryf,--,115.60.56.10,2276739232914961449,369s,4,https://www.bmatch.tech,首次访问,新访客,1,Win 7,网通,Google Chrome,,1920x1080,24-bit,,支持,不支持,2019-02-22 14:21:21,212s,https://www.bmatch.tech/course/react?from=ryf,flex-grammar,开发者手册,2015/07,True
1,2019/03/01 11:32:00,广州,http://www.ruanyifeng.com/blog/2015/07/flex-grammar.html?utm_source=tuicool,https://www.bmatch.tech/course/react?from=ryf,--,210.21.53.190,2010980305522254434,3s,1,https://www.bmatch.tech/course/react?from=ryf,首次访问,新访客,1,Win 7,网通,Google Chrome,,1440x900,24-bit,,支持,不支持,11:32:00,3s,https://www.bmatch.tech/course/react?from=ryf,flex-grammar,开发者手册,2015/07,True
9,2019/03/01 10:33:49,北京,http://www.ruanyifeng.com/blog/2015/07/flex-grammar.html?utm_source=tuicool,https://www.bmatch.tech/course/react?from=ryf,--,121.69.70.18,2115252778375230522,6s,1,https://www.bmatch.tech/course/react?from=ryf,首次访问,新访客,1,Win 7,电信通,Google Chrome,,1920x1080,24-bit,,支持,不支持,10:33:49,6s,https://www.bmatch.tech/course/react?from=ryf,flex-grammar,开发者手册,2015/07,True
106,2019/02/28 12:57:00,杭州,http://www.ruanyifeng.com/blog/2015/07/flex-grammar.html?utm_source=tuicool,https://www.bmatch.tech/course/react?from=ryf,--,113.215.163.162,2221876969632656830,22s,1,https://www.bmatch.tech/course/react?from=ryf,首次访问,新访客,1,Win 7,华数数字电视有限公司,Google Chrome,,1920x1080,24-bit,,支持,不支持,2019-02-28 12:57:00,22s,https://www.bmatch.tech/course/react?from=ryf,flex-grammar,开发者手册,2015/07,True
343,2019/02/26 17:45:52,北京,http://www.ruanyifeng.com/blog/2015/07/flex-grammar.html?utm_source=tuicool,https://www.bmatch.tech/course/react?from=ryf,--,111.206.110.26,1959431004778460555,1s,1,https://www.bmatch.tech/course/react?from=ryf,首次访问,新访客,1,Win 10,联通,Google Chrome,,1536x864,24-bit,,支持,不支持,2019-02-26 17:45:52,1s,https://www.bmatch.tech/course/react?from=ryf,flex-grammar,开发者手册,2015/07,True
907,2019/02/25 12:24:38,上海,http://www.ruanyifeng.com/blog/2015/07/flex-grammar.html?utm_source=tuicool,https://www.bmatch.tech/course/react?from=ryf,--,180.167.17.142,2110635615520083155,未知,1,https://www.bmatch.tech/course/react?from=ryf,2019/02/25 11:23:27,新访客,2,Win 10,,搜狗高速,,1920x1080,24-bit,,支持,不支持,2019-02-25 12:24:38,未知,https://www.bmatch.tech/course/react?from=ryf,flex-grammar,开发者手册,2015/07,True
916,2019/02/25 11:23:27,上海,http://www.ruanyifeng.com/blog/2015/07/flex-grammar.html?utm_source=tuicool,https://www.bmatch.tech/course/react?from=ryf,--,180.167.17.142,2110635615520083155,未知,1,https://www.bmatch.tech/course/react?from=ryf,首次访问,新访客,1,Win 10,,搜狗高速,,1920x1080,24-bit,,支持,不支持,2019-02-25 11:23:27,未知,https://www.bmatch.tech/course/react?from=ryf,flex-grammar,开发者手册,2015/07,True
937,2019/02/24 22:59:33,广州,http://www.ruanyifeng.com/blog/2015/07/flex-grammar.html?utm_source=tuicool,https://www.bmatch.tech/course/react?from=ryf,--,113.67.157.48,2174262627560249175,36s,1,https://www.bmatch.tech/course/react?from=ryf,首次访问,新访客,1,Win 7,电信,Google Chrome,,1366x768,24-bit,,支持,不支持,2019-02-24 22:59:33,36s,https://www.bmatch.tech/course/react?from=ryf,flex-grammar,开发者手册,2015/07,True
968,2019/02/24 12:47:26,上海,http://www.ruanyifeng.com/blog/2015/07/flex-grammar.html?utm_source=tuicool,https://www.bmatch.tech/course/react?from=ryf,--,112.65.48.119,2193756659157407867,未知,1,https://www.bmatch.tech/course/react?from=ryf,首次访问,新访客,1,Android,联通,Chrome移动版,,,32-bit,,支持,不支持,2019-02-24 12:47:26,未知,https://www.bmatch.tech/course/react?from=ryf,flex-grammar,开发者手册,2015/07,True
1129,2019/02/21 15:38:32,上海,http://www.ruanyifeng.com/blog/2015/07/flex-grammar.html?utm_source=tuicool,https://www.bmatch.tech/course/react?from=ryf,--,218.80.192.198,2233708921639812321,68s,1,https://www.bmatch.tech/course/react?from=ryf,首次访问,新访客,1,Win 7,电信,Google Chrome,,1366x768,24-bit,,支持,不支持,2019-02-21 15:38:32,68s,https://www.bmatch.tech/course/react?from=ryf,flex-grammar,开发者手册,2015/07,True
57,2019/02/28 18:34:23,云浮,http://www.ruanyifeng.com/blog/2015/07/monte-carlo-method.html,https://www.bmatch.tech/course/react?from=ryf,--,223.74.99.162,2043214352814639406,未知,1,https://www.bmatch.tech/course/react?from=ryf,2019/02/28 18:32:41,新访客,2,Win 7,,Firefox,,1536x864,24-bit,,支持,不支持,2019-02-28 18:34:23,未知,https://www.bmatch.tech/course/react?from=ryf,monte-carlo-method,算法与数学,2015/07,False
158,2019/02/27 18:40:35,广州,http://www.ruanyifeng.com/blog/2015/08/git-use-process.html,https://www.bmatch.tech/course/react?from=ryf,--,113.119.8.67,1889928812961809122,69s,3,https://www.bmatch.tech/courses/react,首次访问,新访客,1,Win 10,电信,Google Chrome,,1536x864,24-bit,,支持,不支持,2019-02-27 18:40:35,6s,https://www.bmatch.tech/course/react?from=ryf,git-use-process,开发者手册,2015/08,True
870,2019/02/25 16:59:33,西安,http://www.ruanyifeng.com/blog/2015/09/career-advice.html,https://www.bmatch.tech/course/react?from=ryf,--,1.85.218.238,1944040818510426991,26s,1,https://www.bmatch.tech/course/react?from=ryf,首次访问,新访客,1,Win 10,,Google Chrome,,1280x1024,24-bit,,支持,不支持,2019-02-25 16:59:33,26s,https://www.bmatch.tech/course/react?from=ryf,career-advice,创业,2015/09,False
244,2019/02/26 23:43:16,其他,http://www.ruanyifeng.com/blog/2015/09/matrix-multiplication.html,https://www.bmatch.tech/course/react?from=ryf,--,194.254.61.42,1888576838451207303,未知,1,https://www.bmatch.tech/course/react?from=ryf,2019/02/26 17:37:51,新访客,2,iPad,,Safari移动版,,,32-bit,,支持,不支持,2019-02-26 23:43:16,未知,https://www.bmatch.tech/course/react?from=ryf,matrix-multiplication,算法与数学,2015/09,False
348,2019/02/26 17:37:51,其他,http://www.ruanyifeng.com/blog/2015/09/matrix-multiplication.html,https://www.bmatch.tech/course/react?from=ryf,--,213.58.148.170,1888576838451207303,未知,1,https://www.bmatch.tech/course/react?from=ryf,首次访问,新访客,1,iPad,,Safari移动版,,,32-bit,,支持,不支持,2019-02-26 17:37:51,未知,https://www.bmatch.tech/course/react?from=ryf,matrix-multiplication,算法与数学,2015/09,False
985,2019/02/23 17:41:33,北京,http://www.ruanyifeng.com/blog/2015/12/git-workflow.html,https://www.bmatch.tech/course/react?from=ryf,--,219.142.226.218,1782016492092407585,4s,1,https://www.bmatch.tech/course/react?from=ryf,首次访问,新访客,1,Win 10,电信,Google Chrome,,1920x1080,24-bit,,支持,不支持,2019-02-23 17:41:33,4s,https://www.bmatch.tech/course/react?from=ryf,git-workflow,开发者手册,2015/12,True
1075,2019/02/22 10:00:50,上海,http://www.ruanyifeng.com/blog/2015/12/safe-job.html,https://www.bmatch.tech/course/react?from=ryf,--,116.247.81.210,2134544933923538633,171s,1,https://www.bmatch.tech/course/react?from=ryf,首次访问,新访客,1,macOS,电信,Google Chrome,,1920x1080,24-bit,,支持,不支持,2019-02-22 10:00:50,171s,https://www.bmatch.tech/course/react?from=ryf,safe-job,观点与感想,2015/12,False
214,2019/02/27 10:46:46,台湾,http://www.ruanyifeng.com/blog/2016/01/commit_message_change_log.html,https://www.bmatch.tech/course/react?from=ryf,--,61.216.67.69,1957974881393555511,1196s,1,https://www.bmatch.tech/course/react?from=ryf,首次访问,新访客,1,macOS,,Google Chrome,,1920x1080,24-bit,,支持,不支持,2019-02-27 10:46:46,1196s,https://www.bmatch.tech/course/react?from=ryf,commit_message_change_log,开发者手册,2016/01,True
255,2019/02/26 22:05:40,杭州,http://www.ruanyifeng.com/blog/2016/01/commit_message_change_log.html,https://www.bmatch.tech/course/react?from=ryf,--,223.104.247.124,2014958136631380214,未知,1,https://www.bmatch.tech/course/react?from=ryf,首次访问,新访客,1,iOS 12,,手机百度,,1024x576,32-bit,,支持,不支持,2019-02-26 22:05:40,未知,https://www.bmatch.tech/course/react?from=ryf,commit_message_change_log,开发者手册,2016/01,True
888,2019/02/25 15:26:37,郑州,http://www.ruanyifeng.com/blog/2016/02/youth-by-coetzee.html,https://www.bmatch.tech/course/react?from=ryf,--,123.149.238.203,1808833667007818603,41s,1,https://www.bmatch.tech/course/react?from=ryf,首次访问,新访客,1,Win 10,电信,Google Chrome,,1920x1080,24-bit,,支持,不支持,2019-02-25 15:26:37,41s,https://www.bmatch.tech/course/react?from=ryf,youth-by-coetzee,散文,2016/02,False
734,2019/02/26 12:06:20,其他,http://www.ruanyifeng.com/blog/2016/03/systemd-tutorial-commands.html,https://www.bmatch.tech/course/react?from=ryf,--,52.184.99.53,2166747426542899654,4s,1,https://www.bmatch.tech/course/react?from=ryf,首次访问,新访客,1,Win 10,,Google Chrome,,1920x1080,24-bit,,支持,不支持,2019-02-26 12:06:20,4s,https://www.bmatch.tech/course/react?from=ryf,systemd-tutorial-commands,开发者手册,2016/03,True
935,2019/02/24 23:53:19,周口,http://www.ruanyifeng.com/blog/2016/03/techonology-vs-equality.html,https://www.bmatch.tech/course/react?from=ryf,--,223.104.19.171,1945571531533840941,3s,1,https://www.bmatch.tech/course/react?from=ryf,首次访问,新访客,1,Android 8.0,,Chrome移动版,,,32-bit,,支持,不支持,2019-02-24 23:53:19,3s,https://www.bmatch.tech/course/react?from=ryf,techonology-vs-equality,观点与感想,2016/03,False
59,2019/02/28 17:50:04,北京,http://www.ruanyifeng.com/blog/2016/04/cors.html,https://www.bmatch.tech/course/react?from=ryf,--,114.247.88.19,1902012334178007953,241s,2,https://www.bmatch.tech/about,首次访问,新访客,1,macOS,网通,Google Chrome,,1280x800,24-bit,,支持,不支持,2019-02-28 17:50:04,78s,https://www.bmatch.tech/course/react?from=ryf,cors,JavaScript,2016/04,True
1048,2019/02/22 15:38:47,金华,http://www.ruanyifeng.com/blog/2016/04/cors.html,https://www.bmatch.tech/course/react?from=ryf,--,61.175.240.30,1889204543864933895,5s,1,https://www.bmatch.tech/course/react?from=ryf,首次访问,新访客,1,Win 10,电信,Google Chrome,,1920x1080,24-bit,,支持,不支持,2019-02-22 15:38:47,5s,https://www.bmatch.tech/course/react?from=ryf,cors,JavaScript,2016/04,True
1052,2019/02/22 15:16:29,其他,http://www.ruanyifeng.com/blog/2016/06/css_modules.html,https://www.bmatch.tech/course/react?from=ryf,--,42.120.74.105,1764319311024494952,93s,6,https://www.bmatch.tech/courses/s/ff180ca5a507459e9389600f41972bb6,首次访问,新访客,1,macOS,,Google Chrome,,1440x900,24-bit,,支持,不支持,2019-02-22 15:16:29,44s,https://www.bmatch.tech/course/react?from=ryf,css_modules,开发者手册,2016/06,True
162,2019/02/27 17:37:00,杭州,http://www.ruanyifeng.com/blog/2016/06/dns.html,https://www.bmatch.tech/course/react?from=ryf,--,60.186.218.37,5269239799832837489,18s,1,https://www.bmatch.tech/course/react?from=ryf,首次访问,新访客,1,Win 10,电信,Google Chrome,,,24-bit,,支持,不支持,2019-02-27 17:37:00,18s,https://www.bmatch.tech/course/react?from=ryf,dns,理解计算机,2016/06,False
1038,2019/02/22 17:11:50,成都,http://www.ruanyifeng.com/blog/2016/08/boolean-algebra.html,https://www.bmatch.tech/course/react?from=ryf,--,118.113.147.147,1867630300171466405,11s,1,https://www.bmatch.tech/course/react?from=ryf,首次访问,新访客,1,Win 10,电信,Google Chrome,,1536x864,24-bit,,支持,不支持,2019-02-22 17:11:50,11s,https://www.bmatch.tech/course/react?from=ryf,boolean-algebra,理解计算机,2016/08,False
388,2019/02/26 16:37:57,上海,http://www.ruanyifeng.com/blog/2016/08/http.html,https://www.bmatch.tech/course/react?from=ryf,--,180.169.2.18,2168401783463792912,未知,1,https://www.bmatch.tech/course/react?from=ryf,首次访问,新访客,1,macOS,,Safari,,1680x1050,24-bit,,支持,支持,2019-02-26 16:37:57,未知,https://www.bmatch.tech/course/react?from=ryf,http,开发者手册,2016/08,True
